380	PDX	ORD	1405	1951	226
766	PDX	ORD	1419	2005	226
1276	PDX	ORD	2330	2909	219
1592	PDX	DEN	600	922	142
402	PDX	DEN	600	924	144
654	PDX	DEN	602	925	143
358	PDX	DEN	605	930	145
726	PDX	DEN	705	1029	144
1454	PDX	DEN	750	1115	145
718	PDX	DEN	805	1129	144
354	PDX	DEN	1122	1445	143
426	PDX	DEN	1126	1450	144
430	PDX	DEN	1330	1653	143
408	PDX	DEN	1356	1719	143
390	PDX	DEN	1649	2015	146
1202	PDX	DEN	1655	2019	144
6655	PDX	EUG	900	938	38
6659	PDX	EUG	1110	1149	39
6657	PDX	EUG	1340	1419	39
6661	PDX	EUG	1640	1720	40
8851	PDX	FRA	1620	3530	610
1031	PDX	LAX	730	944	134
1287	PDX	LAX	930	1145	135
887	PDX	LAX	930	1149	139
459	PDX	LAX	1505	1718	133
1239	PDX	LAX	1840	2055	135
1229	PDX	LAX	1909	2121	132
6636	PDX	MFR	800	902	62
6638	PDX	MFR	1055	1157	62
6642	PDX	MFR	1315	1417	62
6640	PDX	MFR	1631	1735	64
6644	PDX	MFR	1905	2006	61
6646	PDX	RDM	810	851	41
6651	PDX	RDM	1115	1158	43
6650	PDX	RDM	1345	1427	42
6652	PDX	RDM	1635	1717	42
6648	PDX	RDM	2230	2312	42
699	PDX	SFO	605	743	98
1469	PDX	SFO	615	754	99
859	PDX	SFO	704	845	101
357	PDX	SFO	830	1011	101
1054	PDX	SFO	1005	1143	98
741	PDX	SFO	1015	1155	100
780	PDX	SFO	1330	1506	96
704	PDX	SFO	1330	1509	99
1149	PDX	SFO	1530	1704	94
1187	PDX	SFO	1530	1705	95
587	PDX	SFO	1715	1855	100
1195	PDX	SFO	1720	1855	95
1679	PDX	SFO	1900	2041	101
1197	PDX	SFO	1915	2048	93
1453	PDX	SFO	1915	2056	101
6688	PDX	SEA	645	735	50
6690	PDX	SEA	745	835	50
6692	PDX	SEA	1100	1150	50
6694	PDX	SEA	1335	1426	51
6696	PDX	SEA	1615	1702	47
6698	PDX	SEA	1910	1957	47
8704	PDX	YVR	600	715	75
8708	PDX	YVR	915	1030	75
8724	PDX	YVR	1030	1145	75
8710	PDX	YVR	1450	1605	75
8712	PDX	YVR	1705	1820	75
8706	PDX	YVR	1850	2005	75
228	PDX	IAD	815	1559	284
1636	PDX	IAD	2300	3048	288
9297	POA	FLN	1800	1850	50
9267	POA	GRU	1600	1730	90
9299	POA	GRU	1920	2055	95
9004	OPO	FRA	720	1100	160
9014	OPO	FRA	1145	1525	160
9061	PRG	FRA	1015	1125	70
2078	PVD	CLT	700	916	136
1742	PVD	CLT	915	1114	119
2079	PVD	CLT	1100	1301	121
2080	PVD	CLT	1445	1644	119
2077	PVD	CLT	1855	2056	121
717	PVD	ORD	600	725	145
451	PVD	ORD	600	730	150
1171	PVD	ORD	735	900	145
1459	PVD	ORD	755	924	149
409	PVD	ORD	930	1100	150
117	PVD	ORD	930	1101	151
691	PVD	ORD	1220	1351	151
1547	PVD	ORD	1229	1405	156
1447	PVD	ORD	1234	1405	151
1275	PVD	ORD	1720	1857	157
131	PVD	ORD	1724	1856	152
2275	PVD	PHL	600	710	70
2212	PVD	PHL	700	815	75
2257	PVD	PHL	1135	1248	73
2247	PVD	PHL	1545	1700	75
2292	PVD	PHL	1725	1841	76
2153	PVD	PIT	645	817	92
3028	PVD	PIT	910	1042	92
2191	PVD	PIT	1510	1643	93
2157	PVD	PIT	1805	1941	96
7249	PVD	IAD	615	746	91
7253	PVD	IAD	1025	1155	90
7251	PVD	IAD	1428	1607	99
7255	PVD	IAD	1855	2024	89
1984	PLS	CLT	1535	1829	174
5052	PUB	DEN	945	1024	39
5050	PUB	DEN	1046	1125	39
5048	PUB	DEN	1820	1859	39
4761	PVR	ORD	1515	1910	235
1990	PUJ	CLT	1510	1855	225
2222	PUJ	PHL	1610	2006	236
8409	YQB	YYZ	550	723	93
8419	YQB	YYZ	1200	1333	93
8411	YQB	YYZ	1710	1843	93
9524	ZQN	AKL	1100	1245	105
9563	ZQN	SYD	1600	1715	195
2081	RDU	CLT	635	723	48
2082	RDU	CLT	835	936	61
2083	RDU	CLT	1035	1123	48
2084	RDU	CLT	1220	1310	50
2085	RDU	CLT	1610	1658	48
2086	RDU	CLT	1800	1848	48
7153	RDU	ORD	600	715	135
5711	RDU	ORD	740	900	140
5463	RDU	ORD	940	1100	140
5459	RDU	ORD	1220	1340	140
5465	RDU	ORD	1440	1600	140
5467	RDU	ORD	1725	1845	140
2357	RDU	PHL	730	850	80
2319	RDU	PHL	1000	1117	77
2334	RDU	PHL	1535	1652	77
2386	RDU	PHL	1730	1850	80
2348	RDU	PHL	1955	2112	77
2226	RDU	PIT	710	824	74
2170	RDU	PIT	1110	1224	74
2198	RDU	PIT	1815	1929	74
5380	RDU	IAD	640	746	66
7984	RDU	IAD	845	955	70
5382	RDU	IAD	1045	1151	66
5384	RDU	IAD	1455	1601	66
7988	RDU	IAD	1630	1741	71
5386	RDU	IAD	1905	2011	66
7083	RAP	DEN	630	800	90
6881	RAP	DEN	634	800	86
6883	RAP	DEN	920	1030	70
6768	RAP	DEN	1030	1140	70
5909	RAP	DEN	1035	1145	70
7081	RAP	DEN	1210	1340	90
6876	RAP	DEN	1325	1435	70
6887	RAP	DEN	1620	1730	70
6302	RAP	DEN	1745	1910	85
9537	RAR	AKL	245	2915	270
9571	RAR	AKL	715	3345	270
6547	RDD	SFO	635	744	60
6561	RDD	SFO	840	949	60
6549	RDD	SFO	1000	1109	60
6551	RDD	SFO	1340	1444	64
6555	RDD	SFO	1615	1720	65
6556	RDD	SFO	1745	1850	65
6647	RDM	PDX	620	705	45
6645	RDM	PDX	950	1035	45
6649	RDM	PDX	1235	1317	42
6653	RDM	PDX	1455	1535	40
6654	RDM	PDX	1735	1814	39
6563	RDM	SFO	715	919	124
6565	RDM	SFO	1315	1515	120
4705	ZFJ	CDG	610	925	195
1442	RNO	DEN	600	906	126
456	RNO	DEN	805	1111	126
1216	RNO	DEN	836	1140	124
1212	RNO	DEN	1130	1434	124
574	RNO	DEN	1136	1440	124
710	RNO	DEN	1427	1730	123
708	RNO	DEN	1446	1750	124
6784	RNO	SFO	700	801	61
170	RNO	SFO	855	1000	65
1411	RNO	SFO	915	1016	61
6786	RNO	SFO	1012	1110	58
6788	RNO	SFO	1330	1431	61
558	RNO	SFO	1626	1725	59
6790	RNO	SFO	1750	1851	61
6541	RNO	SFO	1955	2105	70
2087	RIC	CLT	625	727	62
2088	RIC	CLT	815	922	67
2089	RIC	CLT	1020	1122	62
3029	RIC	CLT	1215	1322	67
2090	RIC	CLT	1405	1508	63
2091	RIC	CLT	1600	1702	62
1708	RIC	CLT	1935	2037	62
1433	RIC	ORD	740	843	123
1561	RIC	ORD	805	908	123
5975	RIC	ORD	950	1100	130
7575	RIC	ORD	958	1115	137
5973	RIC	ORD	1250	1400	130
7945	RIC	ORD	1443	1600	137
5977	RIC	ORD	1450	1600	130
1475	RIC	ORD	1740	1848	120
753	RIC	ORD	1749	1855	126
2368	RIC	PHL	730	830	60
2267	RIC	PHL	1545	1643	58
3030	RIC	PHL	1940	2038	58
7280	RIC	IAD	700	746	46
5788	RIC	IAD	700	747	47
7940	RIC	IAD	1030	1111	41
7946	RIC	IAD	1055	1136	41
7948	RIC	IAD	1510	1555	45
7960	RIC	IAD	1530	1615	45
7282	RIC	IAD	1940	2023	43
5786	RIC	IAD	1940	2027	47
9193	RIX	FRA	1355	1510	75
860	GIG	BOS	1835	3416	1001
9268	GIG	GRU	850	950	60
860	GIG	GRU	1835	1945	70
9295	GIG	GRU	1940	2040	60
9262	GIG	GRU	2150	2250	60
9260	GIG	GRU	2200	2300	60
9264	GIG	GRU	2220	2320	60
5006	RIW	DEN	547	705	78
5010	RIW	DEN	1210	1328	78
5038	RIW	DEN	1402	1520	78
5008	RIW	DEN	1612	1730	78
7465	ROA	ORD	810	910	120
7467	ROA	ORD	1216	1310	114
7469	ROA	ORD	1750	1845	115
7952	ROA	IAD	635	740	65
7954	ROA	IAD	1045	1147	62
7956	ROA	IAD	1445	1553	60
7958	ROA	IAD	1915	2017	62
1847	ROC	CLT	725	925	120
7558	ROC	ORD	600	658	118
1552	ROC	ORD	820	911	111
711	ROC	ORD	825	910	105
7557	ROC	ORD	1005	1103	118
449	ROC	ORD	1305	1352	107
703	ROC	ORD	1310	1358	108
7569	ROC	ORD	1422	1520	118
1545	ROC	ORD	1725	1810	105
1507	ROC	ORD	1728	1815	107
1817	ROC	PHL	715	829	74
2783	ROC	PHL	1750	1902	72
1804	ROC	PIT	715	811	56
7407	ROC	IAD	630	739	60
7835	ROC	IAD	1030	1155	85
7159	ROC	IAD	1445	1605	80
7316	ROC	IAD	1450	1610	80
7337	ROC	IAD	1905	2015	70
7161	ROC	IAD	1910	2015	65
5110	RKS	DEN	555	705	70
5112	RKS	DEN	1110	1219	60
5116	RKS	DEN	1619	1730	71
9211	FCO	MUC	835	1015	100
2703	FCO	PHL	1115	1505	590
8357	FCO	YYZ	1315	1700	585
350	SMF	ORD	635	1229	234
538	SMF	ORD	640	1230	230
1448	SMF	ORD	855	1451	236
536	SMF	ORD	910	1500	230
1018	SMF	ORD	1055	1647	232
1108	SMF	ORD	1119	1710	231
332	SMF	ORD	1400	1950	230
1130	SMF	ORD	1407	2000	233
564	SMF	ORD	2330	2918	228
348	SMF	DEN	600	910	130
1132	SMF	DEN	600	911	131
490	SMF	DEN	815	1131	136
1262	SMF	DEN	1114	1430	136
1136	SMF	DEN	1125	1441	136
1156	SMF	DEN	1141	1457	136
254	SMF	DEN	1422	1735	133
706	SMF	DEN	1425	1740	135
390	SMF	DEN	1650	2005	135
1134	SMF	DEN	1653	2005	132
6620	SMF	ACV	810	908	58
6622	SMF	ACV	1955	2052	57
6960	SMF	LAX	630	758	88
6962	SMF	LAX	835	1004	89
6959	SMF	LAX	1330	1500	90
6967	SMF	LAX	1530	1657	87
1426	SMF	LAX	1715	1838	83
1483	SMF	LAX	1715	1839	84
6968	SMF	LAX	1925	2053	88
6751	SMF	SFO	700	742	42
6421	SMF	SFO	730	812	42
6753	SMF	SFO	922	1004	42
6755	SMF	SFO	958	1040	42
6757	SMF	SFO	1412	1454	42
6759	SMF	SFO	1658	1740	42
6761	SMF	SFO	1825	1907	42
6763	SMF	SFO	2000	2042	42
7501	MBS	ORD	700	710	70
7503	MBS	ORD	1050	1105	75
5859	MBS	ORD	1105	1110	65
5855	MBS	ORD	1325	1330	65
7505	MBS	ORD	1330	1345	75
5853	MBS	ORD	1555	1600	65
7507	MBS	ORD	1555	1605	70
5851	MBS	ORD	1840	1845	65
7509	MBS	ORD	1840	1855	75
3650	SBY	DCA	600	645	45
1570	SLC	ORD	825	1223	178
1420	SLC	ORD	825	1224	179
1576	SLC	ORD	825	1229	184
1110	SLC	ORD	1100	1502	182
1122	SLC	ORD	1108	1514	186
568	SLC	ORD	1310	1710	180
1184	SLC	ORD	1310	1711	181
628	SLC	ORD	1535	1930	175
1196	SLC	ORD	1545	1949	184
7100	SLC	DEN	630	750	80
458	SLC	DEN	750	909	79
1254	SLC	DEN	755	912	77
1424	SLC	DEN	945	1102	77
598	SLC	DEN	1015	1137	82
1192	SLC	DEN	1325	1443	78
1456	SLC	DEN	1628	1748	80
572	SLC	DEN	1629	1750	81
1144	SLC	DEN	1810	1925	75
256	SLC	DEN	1820	1939	79
6901	SLC	LAX	610	702	112
6903	SLC	LAX	1403	1455	112
6905	SLC	LAX	1930	2020	110
6793	SLC	SFO	715	800	105
1451	SLC	SFO	915	1005	110
6795	SLC	SFO	1110	1155	105
6797	SLC	SFO	1605	1658	113
6799	SLC	SFO	1800	1845	105
9283	SSA	GRU	1450	1720	150
9279	SSA	GRU	1800	2030	150
9488	SZG	VIE	830	920	50
682	SAT	ORD	928	1200	152
1178	SAT	ORD	928	1203	155
1086	SAT	ORD	950	1227	157
1554	SAT	ORD	1330	1615	165
1448	SAT	ORD	1410	1651	161
1548	SAT	ORD	1715	1956	161
1272	SAT	ORD	1715	2000	165
1575	SAT	DEN	650	759	120
497	SAT	DEN	705	812	127
489	SAT	DEN	1505	1616	131
1596	SAT	DEN	1510	1620	130
429	SAT	DEN	1810	1920	130
569	SAT	DEN	1814	1920	126
4795	SAT	MEX	1035	1235	120
4797	SAT	MEX	1725	1925	120
3010	SAN	CLT	2205	2936	271
784	SAN	ORD	637	1230	233
306	SAN	ORD	645	1241	236
414	SAN	ORD	910	1500	230
1160	SAN	ORD	910	1506	236
264	SAN	ORD	1112	1710	238
486	SAN	ORD	1118	1710	232
626	SAN	ORD	1200	1758	238
778	SAN	ORD	1218	1810	232
1548	SAN	ORD	1355	1948	233
698	SAN	ORD	1400	1949	229
488	SAN	ORD	2300	2841	221
552	SAN	ORD	2300	2845	225
1526	SAN	DEN	618	935	137
1058	SAN	DEN	620	935	135
1232	SAN	DEN	815	1130	135
1474	SAN	DEN	815	1132	137
300	SAN	DEN	1121	1434	133
1180	SAN	DEN	1130	1442	132
326	SAN	DEN	1410	1721	131
370	SAN	DEN	1430	1740	130
466	SAN	DEN	1640	1952	132
878	SAN	DEN	1651	2004	133
1506	SAN	DEN	1840	2151	131
6189	SAN	IPL	1935	2015	40
6156	SAN	LAX	620	710	50
6154	SAN	LAX	630	720	50
6158	SAN	LAX	700	750	50
6284	SAN	LAX	715	805	50
6160	SAN	LAX	745	829	44
6202	SAN	LAX	836	920	44
6164	SAN	LAX	920	1004	44
6166	SAN	LAX	1000	1044	44
6172	SAN	LAX	1130	1215	45
6204	SAN	LAX	1215	1258	43
6176	SAN	LAX	1315	1358	43
6178	SAN	LAX	1400	1441	41
6180	SAN	LAX	1425	1505	40
6182	SAN	LAX	1515	1556	41
6184	SAN	LAX	1540	1620	40
6186	SAN	LAX	1640	1720	40
6235	SAN	LAX	1715	1756	41
6188	SAN	LAX	1800	1842	42
6190	SAN	LAX	1900	1942	42
6194	SAN	LAX	2000	2042	42
6196	SAN	LAX	2035	2118	43
2193	SAN	PHL	620	1427	307
2138	SAN	PHL	1100	1907	307
2371	SAN	PHL	1230	2026	296
2196	SAN	PIT	715	1447	272
2345	SAN	PIT	1345	2114	269
2076	SAN	PIT	2245	3009	264
140	SAN	SFO	627	755	88
492	SAN	SFO	630	754	84
1506	SAN	SFO	820	952	92
930	SAN	SFO	825	952	87
148	SAN	SFO	942	1104	82
580	SAN	SFO	1050	1215	85
1578	SAN	SFO	1052	1214	82
1250	SAN	SFO	1340	1501	81
1588	SAN	SFO	1520	1638	78
1244	SAN	SFO	1600	1718	78
330	SAN	SFO	1605	1725	80
536	SAN	SFO	1750	1908	78
309	SAN	SFO	1755	1915	80
1256	SAN	SFO	1926	2048	82
216	SAN	IAD	800	1541	281
214	SAN	IAD	1233	2025	292
1646	SAN	IAD	2245	3024	279
456	SFO	ANC	1825	2206	281
290	SFO	ATL	1045	1828	283
1658	SFO	ATL	2230	3018	288
6476	SFO	BFL	1125	1238	73
6477	SFO	BFL	2015	2129	74
294	SFO	BWI	1130	1935	305
295	SFO	BWI	2215	3023	300
875	SFO	PEK	850	4500	1270
6715	SFO	BOI	628	900	92
6709	SFO	BOI	855	1127	92
6717	SFO	BOI	1130	1358	88
6719	SFO	BOI	1535	1807	92
6721	SFO	BOI	1810	2040	90
166	SFO	BOS	700	1544	344
168	SFO	BOS	845	1720	335
170	SFO	BOS	1115	1955	340
172	SFO	BOS	1300	2136	336
174	SFO	BOS	2225	3051	326
6770	SFO	BUR	815	925	70
6772	SFO	BUR	920	1025	65
6776	SFO	BUR	1050	1152	62
6778	SFO	BUR	1200	1305	65
6780	SFO	BUR	1435	1540	65
1479	SFO	BUR	1601	1707	66
1187	SFO	BUR	1805	1908	63
1257	SFO	BUR	1955	2058	63
1081	SFO	YYC	1055	1430	155
8646	SFO	YYC	1600	1928	148
3040	SFO	CLT	720	1503	283
3041	SFO	CLT	1130	1917	287
3042	SFO	CLT	1245	2038	293
3043	SFO	CLT	2330	3120	290
132	SFO	ORD	630	1228	238
136	SFO	ORD	800	1407	247
134	SFO	ORD	800	1409	240
128	SFO	ORD	845	1455	250
140	SFO	ORD	845	1456	251
142	SFO	ORD	850	1503	253
138	SFO	ORD	850	1506	256
692	SFO	ORD	1000	1605	245
148	SFO	ORD	1010	1615	245
858	SFO	ORD	1030	1637	247
810	SFO	ORD	1105	1703	238
152	SFO	ORD	1340	1941	241
150	SFO	ORD	1340	1944	244
156	SFO	ORD	1600	2159	239
160	SFO	ORD	1800	2355	235
34	SFO	ORD	2315	2905	230
40	SFO	ORD	2320	2914	234
1672	SFO	ORD	2345	2944	239
146	SFO	ORD	2359	2955	236
6485	SFO	CIC	1115	1209	54
6487	SFO	CIC	1615	1708	53
6489	SFO	CIC	2216	2310	54
6481	SFO	CEC	1550	1717	87
478	SFO	DFW	1110	1640	210
760	SFO	DEN	604	925	141
360	SFO	DEN	605	930	145
362	SFO	DEN	700	1039	159
364	SFO	DEN	745	1121	156
384	SFO	DEN	750	1117	147
1208	SFO	DEN	850	1216	146
260	SFO	DEN	855	1225	150
354	SFO	DEN	1050	1417	147
1180	SFO	DEN	1105	1432	147
406	SFO	DEN	1106	1434	148
1140	SFO	DEN	1120	1449	149
1586	SFO	DEN	1250	1617	147
838	SFO	DEN	1255	1624	149
258	SFO	DEN	1400	1730	150
720	SFO	DEN	1410	1738	148
1286	SFO	DEN	1545	1912	147
586	SFO	DEN	1640	2003	143
440	SFO	DEN	1640	2005	145
1102	SFO	DEN	1830	2150	140
6732	SFO	EUG	845	1008	83
6734	SFO	EUG	1120	1243	83
6736	SFO	EUG	1330	1453	83
6738	SFO	EUG	1550	1713	83
6740	SFO	EUG	1815	1938	83
6701	SFO	EUG	2216	2339	83
6454	SFO	ACV	900	1016	76
6456	SFO	ACV	1100	1213	73
6458	SFO	ACV	1225	1337	72
6460	SFO	ACV	1440	1555	75
6462	SFO	ACV	1620	1733	73
6712	SFO	ACV	1820	1930	70
6466	SFO	ACV	2230	2345	75
8828	SFO	FRA	1420	3350	630
900	SFO	FRA	1430	3430	660
6706	SFO	FAT	905	958	53
6499	SFO	FAT	1115	1215	60
6592	SFO	FAT	1300	1400	60
6497	SFO	FAT	1615	1711	56
6501	SFO	FAT	1815	1911	56
6503	SFO	FAT	2005	2100	55
6507	SFO	FAT	2220	2316	56
4767	SFO	GDL	5	600	235
805	SFO	HKG	1245	4200	855
67	SFO	HNL	900	1105	305
59	SFO	HNL	1155	1402	307
61	SFO	HNL	1630	1844	314
931	SFO	HNL	1955	2205	310
1556	SFO	IAH	1055	1644	229
47	SFO	OGG	915	1117	302
49	SFO	OGG	1145	1357	312
1655	SFO	OGG	1615	1827	312
35	SFO	OGG	1640	1848	300
41	SFO	KOA	915	1133	318
1657	SFO	KOA	1325	1543	318
37	SFO	KOA	1330	1548	318
776	SFO	LAS	640	808	88
64	SFO	LAS	845	1012	87
552	SFO	LAS	855	1023	88
1214	SFO	LAS	1040	1208	88
742	SFO	LAS	1115	1242	87
746	SFO	LAS	1120	1248	88
1512	SFO	LAS	1230	1356	86
722	SFO	LAS	1330	1456	86
1528	SFO	LAS	1330	1501	91
780	SFO	LAS	1605	1728	83
704	SFO	LAS	1610	1735	85
724	SFO	LAS	1845	2008	83
762	SFO	LAS	2224	2347	83
33	SFO	LIH	930	1154	324
75	SFO	LIH	1320	1546	326
930	SFO	LHR	1205	3025	620
954	SFO	LHR	1855	3715	620
1401	SFO	LAX	605	730	85
1403	SFO	LAX	635	800	85
1405	SFO	LAX	740	904	84
1003	SFO	LAX	830	952	82
1409	SFO	LAX	941	1108	87
806	SFO	LAX	1007	1134	87
1414	SFO	LAX	1046	1213	87
1411	SFO	LAX	1130	1256	86
1415	SFO	LAX	1245	1406	81
1419	SFO	LAX	1355	1519	84
1417	SFO	LAX	1445	1609	84
1423	SFO	LAX	1545	1709	84
961	SFO	LAX	1655	1816	81
1425	SFO	LAX	1655	1819	84
1149	SFO	LAX	1750	1911	81
901	SFO	LAX	1820	1941	81
1421	SFO	LAX	1820	1944	84
889	SFO	LAX	1955	2119	84
865	SFO	LAX	2045	2209	84
1429	SFO	LAX	2230	2346	76
1427	SFO	LAX	2230	2347	77
6744	SFO	MFR	840	950	70
6741	SFO	MFR	1210	1320	70
6510	SFO	MFR	1330	1502	92
6745	SFO	MFR	1600	1710	70
6512	SFO	MFR	1810	1939	89
6748	SFO	MFR	2225	2335	70
4763	SFO	MEX	1010	1635	265
1011	SFO	MEX	1115	1738	263
873	SFO	MIA	1300	2117	317
6518	SFO	MOD	845	920	35
6520	SFO	MOD	1330	1413	43
6522	SFO	MOD	1554	1633	39
6525	SFO	MOD	2235	2314	39
6528	SFO	MRY	740	817	37
6530	SFO	MRY	910	945	35
6705	SFO	MRY	1110	1145	35
6534	SFO	MRY	1305	1347	42
6545	SFO	MRY	1550	1633	43
6543	SFO	MRY	1748	1828	40
6711	SFO	MRY	2010	2045	35
6544	SFO	MRY	2225	2305	40
4754	SFO	MLM	2250	2855	245
8882	SFO	MUC	2125	4135	670
372	SFO	MSY	1145	1754	240
16	SFO	JFK	800	1622	322
18	SFO	JFK	900	1726	326
852	SFO	JFK	1130	1953	323
862	SFO	JFK	1310	2140	330
22	SFO	JFK	1600	2571	317
24	SFO	JFK	2210	3027	317
70	SFO	EWR	845	1706	321
808	SFO	EWR	1125	1950	325
78	SFO	EWR	2210	3034	324
36	SFO	SNA	637	805	88
1577	SFO	SNA	645	812	87
64	SFO	SNA	905	1034	89
581	SFO	SNA	910	1041	91
1515	SFO	SNA	1149	1319	90
1125	SFO	SNA	1320	1451	91
1055	SFO	SNA	1615	1741	86
1173	SFO	SNA	1615	1742	87
587	SFO	SNA	2010	2137	87
151	SFO	SNA	2010	2141	91
292	SFO	MCO	1140	1956	316
809	SFO	KIX	1150	3930	700
960	SFO	CDG	1420	3420	660
88	SFO	PHL	845	1706	321
90	SFO	PHL	1130	1958	328
92	SFO	PHL	2210	3022	312
732	SFO	PHX	855	1044	109
1170	SFO	PHX	915	1107	112
793	SFO	PHX	1100	1253	113
790	SFO	PHX	1145	1341	116
1645	SFO	PHX	1255	1447	112
1518	SFO	PHX	1630	1822	112
1055	SFO	PHX	1630	1824	114
1663	SFO	PHX	1815	2007	112
3048	SFO	PIT	700	1437	277
3049	SFO	PIT	1335	2119	284
3050	SFO	PIT	2220	2957	277
518	SFO	PDX	645	825	100
704	SFO	PDX	845	1022	97
1456	SFO	PDX	850	1025	95
344	SFO	PDX	1105	1244	99
580	SFO	PDX	1300	1437	97
502	SFO	PDX	1618	1749	91
558	SFO	PDX	1825	1956	91
536	SFO	PDX	2000	2131	91
498	SFO	PDX	2000	2136	96
1674	SFO	PDX	2100	2239	99
181	SFO	PDX	2215	2352	97
306	SFO	PDX	2215	2354	99
6548	SFO	RDD	915	1019	64
6550	SFO	RDD	1130	1234	64
6552	SFO	RDD	1320	1420	60
6557	SFO	RDD	1629	1730	61
6558	SFO	RDD	1820	1921	61
6560	SFO	RDD	2235	2340	65
6564	SFO	RDM	1105	1259	114
6567	SFO	RDM	1825	2020	115
6785	SFO	RNO	850	942	52
6787	SFO	RNO	1130	1226	56
1054	SFO	RNO	1240	1337	57
6789	SFO	RNO	1610	1706	56
6542	SFO	RNO	1830	1935	65
798	SFO	RNO	2002	2054	52
179	SFO	RNO	2005	2059	54
6791	SFO	RNO	2220	2316	56
6418	SFO	SMF	630	713	43
6752	SFO	SMF	845	927	42
6754	SFO	SMF	1210	1252	42
6756	SFO	SMF	1300	1342	42
6758	SFO	SMF	1546	1628	42
6760	SFO	SMF	1810	1852	42
6762	SFO	SMF	2005	2047	42
6764	SFO	SMF	2230	2312	42
6792	SFO	SLC	855	1135	100
548	SFO	SLC	1145	1428	103
6794	SFO	SLC	1250	1530	100
6796	SFO	SLC	1620	1900	100
6798	SFO	SLC	2010	2253	103
303	SFO	SAN	700	827	87
1509	SFO	SAN	700	831	91
1469	SFO	SAN	839	1005	86
501	SFO	SAN	1015	1142	87
1273	SFO	SAN	1110	1242	92
955	SFO	SAN	1330	1455	85
1437	SFO	SAN	1610	1733	83
1639	SFO	SAN	1737	1900	83
1079	SFO	SAN	1820	1940	80
785	SFO	SAN	2010	2135	85
889	SFO	SJO	1955	3128	633
6581	SFO	SBP	855	1001	66
6584	SFO	SBP	1125	1231	66
6586	SFO	SBP	1320	1424	64
6588	SFO	SBP	1620	1723	63
6590	SFO	SBP	2020	2123	63
6726	SFO	SBA	900	958	58
6728	SFO	SBA	1125	1230	65
6575	SFO	SBA	1330	1449	79
6724	SFO	SBA	1615	1717	62
6576	SFO	SBA	1815	1934	79
6730	SFO	SBA	2015	2115	60
6578	SFO	SBA	2225	2340	75
74	SFO	SEA	700	854	114
346	SFO	SEA	700	901	121
1178	SFO	SEA	750	944	114
758	SFO	SEA	845	1047	122
875	SFO	SEA	850	1051	121
1010	SFO	SEA	1050	1248	118
498	SFO	SEA	1250	1444	114
794	SFO	SEA	1250	1446	116
474	SFO	SEA	1425	1621	116
1450	SFO	SEA	1425	1622	117
1282	SFO	SEA	1600	1755	115
177	SFO	SEA	1605	1759	114
1238	SFO	SEA	1825	2019	114
1186	SFO	SEA	1825	2020	115
179	SFO	SEA	1955	2147	112
1086	SFO	SEA	1955	2150	115
91	SFO	SEA	2208	2359	111
550	SFO	SEA	2210	2431	113
4665	SFO	ICN	100	2900	720
807	SFO	ICN	1200	4040	760
857	SFO	Pu 	1350	4150	780
863	SFO	SYD	2250	3010	860
837	SFO	NRT	1130	3805	635
8235	SFO	NRT	1155	3855	660
853	SFO	NRT	1340	4030	650
8514	SFO	YYZ	740	1526	286
8594	SFO	YYZ	930	1716	286
8516	SFO	YYZ	1245	2031	286
8504	SFO	YYZ	1500	2246	286
8518	SFO	YYZ	2225	3017	292
8564	SFO	YVR	810	1018	120
1046	SFO	YVR	1050	1302	132
1688	SFO	YVR	1300	1512	132
8636	SFO	YVR	1435	1643	120
1052	SFO	YVR	1605	1818	133
1026	SFO	YVR	1605	1820	135
1038	SFO	YVR	1820	2026	126
1048	SFO	YVR	2015	2221	126
950	SFO	IAD	745	1538	293
186	SFO	IAD	845	1652	307
1190	SFO	IAD	1125	1926	301
844	SFO	IAD	1125	1931	306
212	SFO	IAD	1245	2043	298
838	SFO	IAD	1245	2052	307
188	SFO	IAD	1600	2421	302
190	SFO	IAD	2220	3020	300
204	SFO	IAD	2325	3125	300
1014	SJC	ORD	634	1245	251
784	SJC	ORD	635	1245	250
1016	SJC	ORD	840	1453	253
620	SJC	ORD	855	1500	245
460	SJC	ORD	1045	1654	240
1402	SJC	ORD	1105	1710	245
206	SJC	ORD	1110	1715	245
628	SJC	ORD	1335	1942	247
1146	SJC	ORD	1340	1947	247
1084	SJC	ORD	1350	1955	245
434	SJC	ORD	2250	2846	236
516	SJC	DEN	620	951	151
736	SJC	DEN	621	950	149
446	SJC	DEN	805	1138	153
906	SJC	DEN	810	1143	153
484	SJC	DEN	810	1144	154
1278	SJC	DEN	1120	1449	149
1156	SJC	DEN	1122	1453	151
1082	SJC	DEN	1400	1730	150
706	SJC	DEN	1410	1738	148
584	SJC	DEN	1645	2014	149
1252	SJC	DEN	1825	2149	144
4773	SJC	GDL	915	1455	220
906	SJC	LHR	810	3130	920
6956	SJC	LAX	630	753	83
6946	SJC	LAX	840	1001	81
6948	SJC	LAX	1223	1335	72
6950	SJC	LAX	1545	1656	71
6952	SJC	LAX	1735	1854	79
6954	SJC	LAX	1956	2115	79
6624	SJC	SBA	730	836	66
6626	SJC	SBA	1020	1126	66
6628	SJC	SBA	1635	1741	66
6630	SJC	SBA	2040	2145	65
208	SJC	IAD	735	1544	300
888	SJO	GUA	900	1028	88
1012	SJO	MEX	700	1053	173
